moviename,openingdate,sales,attendance,screen,playcount,distributor,distributor_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
해리포터와 마법사의 돌,2001-12-13,2349913000,267950,33,3929,major_abroad,1,932025,fantasy,3,3,G_rated,2,12
뮨: 달의 요정,2015-09-24,2333203700,319384,365,6895,etc_distributor,2,319384,animation,6,3,G_rated,2,9
모털 엔진,2018-12-05,2324362119,267896,661,15454,major_abroad,1,267896,action,2,3,PG 12,1,12
포인트 브레이크,2016-01-07,2323707051,294320,409,12111,etc_distributor,2,294320,action,2,3,PG 15,0,1
늑대아이,2012-09-13,2296193261,332702,226,10768,etc_distributor,2,332702,animation,6,3,G_rated,2,9
런 올 나이트,2015-03-19,2293671495,289534,411,15865,major_abroad,1,287798,action,2,3,X_rated,3,3
커뮤터,2018-01-24,2286690955,286062,575,16145,etc_distributor,2,287798,action,2,2,PG 15,0,1
원스 어폰 어 타임... 인 할리우드,2019-09-25,2269807670,277319,678,15147,etc_distributor,2,268731,drama,4,3,X_rated,3,9
비행기 2: 소방구조대,2014-08-13,2246970700,311456,341,6562,major_abroad,1,311456,animation,6,3,G_rated,2,8
패딩턴,2015-01-07,2246438729,305102,408,9738,major_domestic,0,322058,comedy,0,3,G_rated,2,1
검우강호,2010-10-14,2242810500,312283,344,20571,etc_distributor,2,312283,action,2,3,PG 15,0,10
"러브, 로지",2014-12-10,2223782646,292177,379,11935,major_domestic,0,292177,romance,10,2,PG 15,0,12
구스범스,2016-01-14,2221639712,297356,515,13477,major_abroad,1,297356,fantasy,3,3,PG 12,1,1
차이니즈 조디악,2013-02-27,2211711500,315305,300,13432,major_domestic,0,315305,adventure,8,2,PG 12,1,2
후드,2018-11-28,2203434149,284601,628,14338,etc_distributor,2,284601,adventure,8,3,PG 12,1,11
천로역정: 천국을 찾아서,2019-06-13,2202838010,296588,381,8329,etc_distributor,2,296588,animation,6,2,G_rated,2,6
오즈의 마법사: 돌아온 도로시,2015-02-12,2176416000,298482,330,7787,etc_distributor,2,298482,animation,6,3,G_rated,2,2
프랑켄슈타인: 불멸의 영웅,2014-02-06,2175466123,299205,378,12113,major_domestic,0,299205,action,2,3,PG 12,1,2
인서전트,2015-03-25,2158449889,282662,480,18214,major_domestic,0,353353,sf,7,3,PG 15,0,3
로렉스,2012-05-03,2153198000,298780,463,7843,major_abroad,1,1311466,animation,6,3,G_rated,2,5
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,2148708050,277206,489,5329,major_domestic,0,277206,animation,6,3,G_rated,2,12
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,2125772200,292495,380,8917,etc_distributor,2,292495,animation,6,3,G_rated,2,2
헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,2122205602,269510,297,10624,major_domestic,0,586342,action,2,3,X_rated,3,2
주먹왕 랄프,2012-12-19,2116917500,301436,286,7086,major_abroad,1,1027905,animation,6,3,G_rated,2,12
신데렐라:마법 반지의 비밀,2019-02-20,2114475240,284922,575,9977,etc_distributor,2,284922,animation,6,3,G_rated,2,2
이스케이프 플랜,2013-12-05,2106938679,292892,287,10331,etc_distributor,2,292892,action,2,1,X_rated,3,12
바울,2018-10-31,2100137400,267785,227,8455,etc_distributor,2,267785,drama,4,2,PG 15,0,10
친구와 연인사이,2011-02-10,2099697500,267843,183,9010,major_domestic,0,267843,comedy,0,2,X_rated,3,2
투모로우랜드,2015-05-27,2083283000,265810,435,14640,major_abroad,1,1944199,adventure,8,3,PG 12,1,5
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,2080468500,320409,406,8363,major_domestic,0,276411,animation,6,1,G_rated,2,1
뮬란,2020-09-17,2079737620,236247,1420,38703,major_abroad,1,236247,adventure,8,1,PG 12,1,9
울프맨,2010-02-11,2062933500,265409,263,13920,major_abroad,1,389859,fear,12,3,X_rated,3,2
라스트 크리스마스,2019-12-05,2058391130,249323,623,14580,major_abroad,1,249323,romance,10,2,PG 12,1,12
스파이 브릿지,2015-11-05,2049608478,264872,425,12434,etc_distributor,2,1107519,drama,4,3,PG 12,1,11
상하이,2011-01-27,2039939000,269157,223,13005,major_domestic,0,269157,comedy,0,3,PG 12,1,1
베스트 키드,2010-06-10,2031914500,287278,252,13464,etc_distributor,2,429176,action,2,2,PG 12,1,6
백 투 더 비기닝,2015-02-26,2018287400,266610,423,13839,major_domestic,0,266610,sf,7,3,PG 15,0,2
빌리와 용감한 녀석들 2,2013-02-21,2006325000,306837,289,7410,etc_distributor,2,306837,animation,6,3,G_rated,2,2
프레데터스,2010-08-26,1991492500,276536,231,14168,etc_distributor,2,276536,sf,7,2,PG 15,0,8
모모와 다락방의 수상한 요괴들,2012-07-05,1988264000,300174,253,7084,etc_distributor,2,300174,animation,6,2,G_rated,2,7
빌리와 용감한 녀석들 3D,2012-08-08,1961802000,299628,241,7176,etc_distributor,2,448385,animation,6,3,G_rated,2,8
카우보이 & 에이리언,2011-08-11,1930249000,256346,269,8244,major_domestic,0,3141537,action,2,3,PG 15,0,8
위대한 쇼맨,2017-12-20,1897251570,306419,598,31915,major_abroad,1,306419,drama,4,3,PG 12,1,12
장고:분노의 추적자,2013-03-21,1883634000,260144,342,11792,major_abroad,1,268731,drama,4,3,X_rated,3,3
프리즌 이스케이프,2020-05-06,1848297600,217056,547,29305,etc_distributor,2,217056,adventure,8,2,PG 12,1,5
눈의 여왕,2013-02-07,1846221000,276913,316,6528,major_domestic,0,172036,animation,6,3,G_rated,2,2
줄리아의 눈,2011-03-31,1827252000,236365,232,15411,etc_distributor,2,236365,mystery,9,3,X_rated,3,3
메리 포핀스 리턴즈,2019-02-14,1816281960,224160,573,11128,major_abroad,1,1223870,fantasy,3,3,G_rated,2,2
파이스토리 : 악당상어 소탕작전,2013-01-10,1808263000,267440,298,7483,etc_distributor,2,267440,animation,6,2,G_rated,2,1
월 스트리트: 머니 네버 슬립스,2010-10-21,1760899000,241438,288,14013,etc_distributor,2,241438,drama,4,3,PG 12,1,10
사랑은 너무 복잡해,2010-03-11,1741752000,234083,180,12117,major_abroad,1,1922323,comedy,0,6,X_rated,3,3
극장판 도라에몽: 진구의 인어대해전,2010-07-28,1741701000,260701,140,5639,major_domestic,0,260701,animation,6,3,G_rated,2,7
명탐정 코난: 감청의 권,2019-07-24,1740310530,219078,602,8790,major_domestic,0,219078,animation,6,3,PG 12,1,7
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,1729310500,261757,237,3524,major_domestic,0,276411,animation,6,3,G_rated,2,12
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,1631689000,234093,139,4502,etc_distributor,2,276411,animation,6,2,G_rated,2,12
밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,1544025340,182026,882,27363,etc_distributor,2,182026,drama,4,3,PG 15,0,7
포드 V 페라리,2019-12-04,1474949540,162730,204,6867,major_abroad,1,619031,action,2,2,PG 12,1,12
인셉션,2010-07-21,1380782440,163630,241,11000,major_abroad,1,3583005,action,2,3,PG 12,1,7
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,1281250750,329560,275,5943,major_domestic,0,276411,animation,6,3,G_rated,2,12
타오르는 여인의 초상,2020-01-16,1251474838,148644,156,7626,etc_distributor,2,148644,drama,4,3,PG 15,0,1
나이브스 아웃,2019-12-04,1225050880,147395,163,6812,etc_distributor,2,555288,mystery,9,3,PG 12,1,12
알라딘,2019-05-23,1205410680,171494,549,15752,major_abroad,1,512169,adventure,8,3,G_rated,2,5
트롤: 월드 투어,2020-04-29,1170580320,152589,344,15459,major_abroad,1,152589,animation,6,2,G_rated,2,4
다크 워터스,2020-03-11,1101919740,127902,575,21739,etc_distributor,2,223629,drama,4,3,PG 12,1,3
애니멀 크래커,2020-08-05,1028859740,129688,473,7473,etc_distributor,2,129688,animation,6,3,G_rated,2,8
언힌지드,2020-10-07,1018720190,118570,676,19770,etc_distributor,2,118570,thriller,11,3,X_rated,3,10
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,1004751550,123329,661,13299,major_domestic,0,123329,animation,6,3,G_rated,2,8
21 브릿지: 테러 셧다운,2020-01-01,978201230,127616,228,7686,etc_distributor,2,127616,crime,5,3,PG 15,0,1
조조 래빗,2020-02-05,965388200,112136,277,9147,major_abroad,1,2482957,comedy,0,3,PG 12,1,2
언더워터,2020-05-27,937112800,109207,594,18257,major_abroad,1,246998,thriller,11,3,PG 15,0,5
패왕별희 디 오리지널,2017-03-30,926248060,102205,409,11661,etc_distributor,2,102205,drama,4,3,PG 15,0,3
라라랜드,2016-12-07,828981420,140437,387,17953,etc_distributor,2,286379,drama,4,2,PG 12,1,12
레이니 데이 인 뉴욕,2020-05-06,786619700,88768,563,16054,etc_distributor,2,221924,romance,10,3,PG 15,0,5
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,780549310,97392,591,7752,etc_distributor,2,276411,animation,6,2,G_rated,2,9
주디,2020-03-25,760720060,92466,479,17214,etc_distributor,2,92466,drama,4,1,PG 12,1,3
나의 청춘은 너의 것,2020-04-29,718942500,84847,533,12270,etc_distributor,2,84847,romance,10,2,PG 12,1,4
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,696241320,76787,149,5615,etc_distributor,2,76787,animation,6,2,PG 15,0,10
에어로너츠,2020-06-10,691318500,79903,534,11550,etc_distributor,2,79903,drama,4,2,PG 12,1,6
엽문4: 더 파이널,2020-04-01,630556300,72886,206,10386,etc_distributor,2,72886,action,2,3,PG 12,1,4
소년시절의 너,2020-07-09,622230500,73541,252,8074,etc_distributor,2,73541,romance,10,2,PG 15,0,7
더 플랫폼,2020-05-13,604615000,66038,228,9706,etc_distributor,2,66038,sf,7,1,X_rated,3,5
빅샤크3: 젤리몬스터 대소동,2020-07-29,562559660,72912,400,5259,etc_distributor,2,72912,animation,6,2,G_rated,2,7
카페 벨에포크,2020-05-20,550495880,66078,463,10688,etc_distributor,2,66078,comedy,0,3,PG 15,0,5
뉴 뮤턴트,2020-09-10,546115880,61897,817,15048,major_abroad,1,405521,action,2,3,PG 15,0,9
해리포터와 아즈카반의 죄수,2004-07-16,529704500,58349,47,3414,major_abroad,1,1626521,fantasy,3,3,G_rated,2,7
프린스 코기,2019-12-24,498854680,71207,242,2179,etc_distributor,2,725482,animation,6,3,G_rated,2,12
마이 스파이,2020-04-29,482594500,56282,240,7466,etc_distributor,2,56282,action,2,2,PG 12,1,4
나의 첫 번째 슈퍼스타,2020-06-10,474367360,53748,462,8832,major_abroad,1,53748,comedy,0,2,PG 12,1,6
위플래쉬,2015-03-12,473128620,53336,482,8264,major_domestic,0,286379,drama,4,2,PG 15,0,3
극장판 바이올렛 에버가든,2020-11-12,467986490,55030,131,5063,etc_distributor,2,55030,animation,6,2,G_rated,2,11
더 프린세스 : 도둑맞은 공주,2020-08-12,457449660,55828,423,4192,etc_distributor,2,55828,animation,6,3,G_rated,2,8
프리키 데스데이,2020-11-25,451225690,51812,631,12882,major_abroad,1,232331,comedy,0,2,PG 15,0,11
날씨의 아이,2019-10-30,444956180,58968,194,5921,etc_distributor,2,1848288,animation,6,3,PG 15,0,10
눈의 여왕4,2019-12-24,444649620,67159,271,2239,major_domestic,0,172036,animation,6,3,G_rated,2,12
다크 나이트,2008-08-06,407193640,51681,378,4445,major_abroad,1,3583005,action,2,3,PG 15,0,8
