moviename,openingdate,sales,attendance,screen,playcount,country,country_label,distributor,distributor_label,director,genre,genre_label,actor,openingmonth
헌츠맨: 윈터스 워,2016-04-13,3544262706,445009,557,25789,abroad,1,major_abroad,1,445009,action,2,3,4
또 하나의 약속,2014-02-06,3533799400,497613,192,14847,domestic,0,etc_distributor,2,1174004,drama,4,3,2
"로봇, 소리",2016-01-27,3519595560,476665,609,25502,domestic,0,major_domestic,0,476665,drama,4,3,1
장난스런 키스,2019-03-27,3501463050,428009,532,20458,abroad,1,etc_distributor,2,418773,romance,10,2,3
원더 우먼 1984,2020-12-23,3490431460,390986,2260,45347,abroad,1,major_abroad,1,1278193,action,2,3,12
조선미녀삼총사,2014-01-29,3471341321,480361,388,14031,domestic,0,major_domestic,0,480361,comedy,0,3,1
페이스메이커,2012-01-18,3443753000,467697,412,21875,domestic,0,major_domestic,0,467697,drama,4,3,1
흥부: 글로 세상을 바꾼 자,2018-02-14,3381050200,416303,627,18671,domestic,0,major_domestic,0,1678389,drama,4,3,2
킹 아서: 제왕의 검,2017-05-17,3373678655,415714,588,20315,abroad,1,major_abroad,1,512169,action,2,2,5
명탐정 코난: 11번째 스트라이커,2012-07-19,3363777000,524914,350,10687,abroad,1,major_domestic,0,499714,animation,6,3,7
적인걸: 측천무후의 비밀,2010-10-06,3342474000,459876,292,23640,abroad,1,major_domestic,0,459876,mystery,9,3,10
범블비,2018-12-25,3334865955,394493,766,18199,abroad,1,major_domestic,0,394493,action,2,2,12
닌자터틀,2014-08-28,3321120147,400329,479,15188,abroad,1,major_domestic,0,400329,action,2,3,8
다이버전트,2014-04-16,3297769011,424045,511,21396,abroad,1,major_domestic,0,353353,action,2,3,4
제미니 맨,2019-10-09,3295969230,387342,845,26044,abroad,1,major_domestic,0,987857,action,2,1,10
캐치미,2013-12-18,3293262500,480434,517,16151,domestic,0,major_domestic,0,480434,comedy,0,2,12
언스토퍼블,2010-11-10,3273318500,452320,297,21495,abroad,1,etc_distributor,2,452320,action,2,2,11
명탐정 코난:진홍의 연가,2017-08-02,3268917200,450043,582,9763,abroad,1,major_domestic,0,499714,animation,6,3,8
조선마술사,2015-12-30,3143566733,403919,608,13708,domestic,0,major_domestic,0,1520119,drama,4,2,12
고질라: 킹 오브 몬스터,2019-05-29,3085036318,359041,923,15867,abroad,1,major_abroad,1,359041,action,2,3,5
나인,2009-12-31,3046461500,397889,336,16466,abroad,1,etc_distributor,2,397889,drama,4,2,12
판타스틱 4,2015-08-20,3029310600,399667,451,16241,abroad,1,etc_distributor,2,392032,action,2,3,8
명탐정 코난 : 제로의 집행인,2018-08-08,3014920361,396230,542,8770,abroad,1,major_domestic,0,396230,animation,6,3,8
대장 김창수,2017-10-19,2879121115,381483,748,21744,domestic,0,etc_distributor,2,1873097,drama,4,2,10
컨트롤러,2011-03-03,2862234500,373344,371,18872,abroad,1,major_abroad,1,373344,romance,10,2,3
그녀,2014-05-22,2858143500,350618,168,9980,abroad,1,major_abroad,1,350618,romance,10,3,5
호빗: 다섯 군대 전투,2014-12-17,2840004341,326887,350,7347,abroad,1,major_abroad,1,1682629,fantasy,3,3,12
플립,2017-07-12,2828867900,355617,249,13177,abroad,1,etc_distributor,2,355617,romance,10,2,7
내 이름은 칸,2011-03-24,2821380000,381334,227,15855,abroad,1,etc_distributor,2,381334,drama,4,2,3
오! 문희,2020-09-02,2802734600,351730,1110,52239,domestic,0,etc_distributor,2,8982706,comedy,0,2,9
그린랜드,2020-09-29,2777724520,325869,779,26421,abroad,1,etc_distributor,2,325869,action,2,2,9
공자 춘추전국시대,2010-02-11,2774370000,371607,236,15346,abroad,1,etc_distributor,2,371607,action,2,3,2
명탐정 코난 : 이차원의 저격수,2014-08-06,2768375000,398606,299,6834,abroad,1,major_domestic,0,499714,animation,6,2,8
주피터 어센딩,2015-02-05,2687549879,309842,561,16454,abroad,1,major_abroad,1,309842,sf,7,3,2
미드나잇 선,2018-06-21,2679300500,326086,472,14847,abroad,1,etc_distributor,2,639978,romance,10,2,6
위자: 저주의 시작,2016-11-09,2637517406,331877,467,15660,abroad,1,major_abroad,1,331877,fear,12,3,11
블라인드 사이드,2010-04-15,2613051000,355516,129,12717,abroad,1,major_abroad,1,355516,drama,4,1,4
예스터데이,2019-09-18,2580213100,306332,816,23340,abroad,1,major_abroad,1,306332,drama,4,2,9
허스토리,2018-06-27,2521025949,336822,696,20406,domestic,0,major_domestic,0,1590719,drama,4,2,6
명탐정 코난 : 수평선상의 음모,2013-08-07,2465123000,389871,316,8196,abroad,1,major_domestic,0,504145,animation,6,2,8
잭 라이언 : 코드네임 쉐도우,2014-01-16,2395391500,327589,419,12908,abroad,1,major_domestic,0,961906,action,2,3,1
선 오브 갓,2014-04-10,2393896300,329252,419,15313,abroad,1,etc_distributor,2,329252,drama,4,3,4
모털 엔진,2018-12-05,2324362119,267896,661,15454,abroad,1,major_abroad,1,267896,action,2,3,12
배심원들,2019-05-15,2306806090,288579,784,20271,domestic,0,etc_distributor,2,288579,drama,4,2,5
음치 클리닉,2012-11-29,2248238000,338168,360,16243,domestic,0,major_domestic,0,1135495,romance,10,2,11
도리화가,2015-11-25,2246950339,317505,563,19168,domestic,0,major_domestic,0,955734,drama,4,3,11
대한민국 1%,2010-05-05,2244690500,440372,286,20352,domestic,0,major_domestic,0,440372,drama,4,3,5
구스범스,2016-01-14,2221639712,297356,515,13477,abroad,1,major_abroad,1,297356,fantasy,3,3,1
차이니즈 조디악,2013-02-27,2211711500,315305,300,13432,abroad,1,major_domestic,0,315305,adventure,8,2,2
후드,2018-11-28,2203434149,284601,628,14338,abroad,1,etc_distributor,2,284601,adventure,8,3,11
프랑켄슈타인: 불멸의 영웅,2014-02-06,2175466123,299205,378,12113,abroad,1,major_domestic,0,299205,action,2,3,2
내가 죽던 날,2020-11-12,2135396020,233112,909,29390,domestic,0,major_abroad,1,233112,drama,4,3,11
기묘한 가족,2019-02-13,2121514275,263598,625,15314,domestic,0,etc_distributor,2,263598,comedy,0,3,2
투모로우랜드,2015-05-27,2083283000,265810,435,14640,abroad,1,major_abroad,1,1944199,adventure,8,3,5
뮬란,2020-09-17,2079737620,236247,1420,38703,abroad,1,major_abroad,1,236247,adventure,8,1,9
라스트 크리스마스,2019-12-05,2058391130,249323,623,14580,abroad,1,major_abroad,1,249323,romance,10,2,12
스파이 브릿지,2015-11-05,2049608478,264872,425,12434,abroad,1,etc_distributor,2,1107519,drama,4,3,11
상하이,2011-01-27,2039939000,269157,223,13005,abroad,1,major_domestic,0,269157,comedy,0,3,1
베스트 키드,2010-06-10,2031914500,287278,252,13464,abroad,1,etc_distributor,2,429176,action,2,2,6
위대한 쇼맨,2017-12-20,1897251570,306419,598,31915,abroad,1,major_abroad,1,306419,drama,4,3,12
프리즌 이스케이프,2020-05-06,1848297600,217056,547,29305,abroad,1,etc_distributor,2,217056,adventure,8,2,5
월 스트리트: 머니 네버 슬립스,2010-10-21,1760899000,241438,288,14013,abroad,1,etc_distributor,2,241438,drama,4,3,10
명탐정 코난: 감청의 권,2019-07-24,1740310530,219078,602,8790,abroad,1,major_domestic,0,219078,animation,6,3,7
조제,2020-12-10,1673427570,186647,1179,38291,domestic,0,major_abroad,1,186647,animation,6,2,12
포드 V 페라리,2019-12-04,1474949540,162730,204,6867,abroad,1,major_abroad,1,619031,action,2,2,12
인셉션,2010-07-21,1380782440,163630,241,11000,abroad,1,major_abroad,1,3583005,action,2,3,7
나이브스 아웃,2019-12-04,1225050880,147395,163,6812,abroad,1,etc_distributor,2,555288,mystery,9,3,12
다크 워터스,2020-03-11,1101919740,127902,575,21739,abroad,1,etc_distributor,2,223629,drama,4,3,3
조조 래빗,2020-02-05,965388200,112136,277,9147,abroad,1,major_abroad,1,2482957,comedy,0,3,2
라라랜드,2016-12-07,828981420,140437,387,17953,abroad,1,etc_distributor,2,286379,drama,4,2,12
저 산 너머,2020-04-30,772685300,103534,468,13037,domestic,0,etc_distributor,2,103534,drama,4,3,4
주디,2020-03-25,760720060,92466,479,17214,abroad,1,etc_distributor,2,92466,drama,4,1,3
나의 청춘은 너의 것,2020-04-29,718942500,84847,533,12270,abroad,1,etc_distributor,2,84847,romance,10,2,4
에어로너츠,2020-06-10,691318500,79903,534,11550,abroad,1,etc_distributor,2,79903,drama,4,2,6
소리꾼,2020-07-01,670872680,82600,573,13997,domestic,0,etc_distributor,2,1834886,drama,4,3,7
엽문4: 더 파이널,2020-04-01,630556300,72886,206,10386,abroad,1,etc_distributor,2,72886,action,2,3,4
마이 스파이,2020-04-29,482594500,56282,240,7466,abroad,1,etc_distributor,2,56282,action,2,2,4
나의 첫 번째 슈퍼스타,2020-06-10,474367360,53748,462,8832,abroad,1,major_abroad,1,53748,comedy,0,2,6
